ISBN,Year,Subjects,Publisher,Language
229012950X,2000,"['succubus', 'demons']",J'ai lu,French
0465016065,1995,"['Genetics', 'Evolution']",Basic Books,English
0446691364,2003,"['Jewish women', 'Yiddish Short stories']",Warner Books,English
3442120772,1999,['Tarot'],Goldmann,German
0373089716,1993,"['Arabs', 'Fiction']",Silhouette,English
3442350042,1999,"['Culloden, Battle of, Scotland, 1746', 'Jacobite Rebellion, 1745-1746']",Wilhelm Goldmann Verlag GmbH,German
0465016146,2000,"['Capitalisme', 'Ontwikkelingsproblematiek']",Basic Books,English
3426625083,2003,,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co.",German
0460878018,1997,"['World War (1914-1918) fast (OCoLC)fst01180746', 'World War, 1914-1918']",Everyman Paperback Classics,English
0460878034,1997,"['English poetry', 'Poetry (poetic works by one author)']",Everyman's Library,English
0452275903,1996,"['Biography', 'Olympics']",Plume,English
0764224204,2002,"['Women lawyers', 'Fiction']",Bethany House Publishers,English
0764534963,2000,"['Microsoft Windows (Computer file)', 'Operating systems (Computers)']",IDG Books Worldwide,English
0786866179,2000,"['Cookery', 'Cookbooks']",Hyperion,English
0140150080,1977,"['English literature: Shakespeare texts', 'Classics']",Penguin Books,English
0385295901,1987,"['Fiction', 'Artists']",Delacorte Press,Russian
0316758582,2002,"['Biography & Autobiography', 'Nonfiction']","Little, Brown",English
0894713477,1986,"['Macintosh (Computer)', 'Computer graphics']",Running Press,English
0764221973,2001,"['Fiction', 'Widows']",Bethany House,English
0786865237,2000,"['Consommatrices', 'Différences entre sexes']",Hyperion,English
0316542377,1978,"['Toilet training', 'Éducation à la propreté']","Little, Brown",English
0140157875,1991,"['Monologues', 'Auditions']",Penguin Books,English
0345277740,1978,"['Natural history', 'Nature conservation']",Ballantine Books,English
0886775620,1993,"['Valdemar (Imaginary place)', 'Fiction']",DAW Books,English
0764227378,2004,"['Bible', 'Jews']",Bethany House Publishers,English
0886778972,2000,"['Fiction, fantasy, general']",DAW Books,English
0764309331,1999,"['Teddy bears', 'Stuffed animals (Toys)']",Schiffer Publishing,English
0887330673,1989,"['Motion pictures', 'Reviews']",Underwood-Miller,English
0385094027,1990,"['Self', 'Self-presentation']",Doubleday,English
0140153217,1991,"['Fiction', 'Illegal arms transfers in fiction']",Penguin Books,English
0385308752,1992,"['Fiction, horror', 'Fiction']",Delacorte Press,English
038530224X,1990,"['Fiction, general']",Delta,unknown
0140152741,1992,"['Authors', 'Fiction']",Penguin Books,English
0764505963,1999,"['Computer programming', 'QBasic (Computer program language)']",IDG Books Worldwide,English
0385043805,1993,"['Married women', 'Cornwall (England : County)']",Doubleday,English
0380704048,1988,"['Washington (d.c.), fiction', 'Roosevelt, eleanor, 1884-1962, fiction']",HarperCollins Publishers,English
0345307453,1982,"['Deryni (Fictitious characters)', 'Fiction']",Del Rey,English
0786883561,1999,"['Restaurateurs, biography', 'Coffee shops']",Hyperion,English
0380706504,1989,"['Fantasy', 'Fairies']",Avon Books,English
0786868635,2003,"['Women explorers', 'Inuit women']",Hyperion,English
0316236446,1972,"['Drawing, juvenile literature', 'Drawing']","L,B Kids",English
0786868546,2001,"['Families', 'Dinners and dining']",Hyperion,English
0316779075,1994,"['Childbirth', 'Childbirth.']","Little, Brown & Co.",English
0893754021,1980,"['Classic Literature', 'Murder']",Dutton Books,Polish
0385052219,1979,"['Symbolism (Psychology)', 'Psychanalyse']",Doubleday,English
0316769541,1961,"['Fiction', 'NOVELAS ESTADOUNIDENSES']","Little, Brown and Company",Romanian
0762401524,1997,"['Miniature books', 'Cats']",Running Press,English
0380752123,1993,"['Outlaws', 'Fiction']",Avon Books,English
0380978679,2002,"['Mystery', 'Bed and breakfast accommodations']",William Morrow,English
0786015578,2003,"['Fiction', 'Kidnapping']",Kensington Pub. Corp.,English
0316174939,2000,"['Art', 'Illustrators']","Little, Brown and Company",English
0345315898,1985,"['Fiction, general', 'Oz (imaginary place), fiction']",Del Rey,English
0380787423,1999,"['Ecology', 'Effect of environment on']",HarperCollins Publishers,English
014009430X,1987,"['Description and travel', 'Travel']",Penguin (Non-Classics),English
0771098820,1992,"['Canadian fiction', 'Fiction, general']",New Canadian Library,English
0140115765,1989,"['Fiction', 'Collectors and collecting']",Penguin Books,English
0771091591,1982,"['Women', 'Fiction']",McClelland & Stewart,English
0786703415,1996,"['Cthulhu (Fictitious character)', 'Fiction']",Carroll & Graf Publishers,English
0380813963,2001,"['Fiction, romance, contemporary', 'Australia, fiction']",Avon,English
078670943X,2002,"['Julia Brennan (Fictitious character)', 'Women detectives']",Carroll & Graf,English
0764103202,1998,"['Japanese language', 'Conversation and phrase books']",Barron's,English
0380814137,2001,"['Kidnapping', 'Motorcycle gangs']",Avon,English
0891453695,1989,"['Catalogs', 'Collectibles']",Collector Books,English
0762409487,2001,"['Miniature books', 'Specimens']",Running Press Book Publishers,English
0140096531,1988,"['Civil rights', 'Afro-Americans']",Penguin Books,English
0786014490,2004,"['Murder', 'Suspense fiction']",Pinnacle Books,English
0380813750,2001,"['Romance', 'Historical Fiction']",Avon,English
0064405370,2017,"['Fantasy fiction', 'Fiction']",HarperCollins Children's Books,English
0892562196,1983,"['Cookery (Chocolate)', 'Desserts']",Rawson Associates,English
0345314905,1986,['American Science fiction'],Del Rey,English
0380798867,1999,"['Fiction', 'Historical Fiction']",Avon,English
0763603295,1997,"['Short stories', ""Children's stories, American""]",Turtleback,English
0892812125,1988,"['Kālī (Hindu deity)', 'Goddesses, Hindu']",Destiny Books,English
0785266429,2001,"['End of the world in literature', 'End of the world']",Thomas Nelson Publishers,English
0785314814,1995,"['Jackrabbits', 'Juvenile literature']",Publications International,English
0380803429,2001,"['Fiction, romance, historical, general', 'Indians of North America']",Avon Books,English
0380810433,1999,"['College students', 'Heroes']",Harper Perennial,English
0345290240,1980,"['Fantasy', 'Fiction']",Del Rey,English
0140102264,1984,"['English Ghost stories', 'Ghost stories, English']",Penguin,English
0773733078,2002,"['Environmentalism', 'Environmental degradation']",Stoddart,English
0762703245,1998,['Lighthouses'],Globe Pequot Press,English
0770423310,1984,"['Christian', 'Farley Mowat']",Seal Books,English
0316373141,1983,"['Black-and-white photography', 'Photography']","Little, Brown",English
0786807075,2000,"['Supernatural', 'Fiction']",Hyperion,English
0316608432,2003,"['Drug traffic', 'Derek Strange (Fictitious character)']","Little, Brown and Company",English
0064405907,2002,"['Fiction', 'Juvenile fiction']",HarperTrophy,English
0765309521,2004,"['Fiction, fantasy, historical', 'collection:otherwise_tiptree_award=honor']",Tor Books,English
0765306395,2004,"['Fiction', 'City and town life']",Forge,unknown
0380896850,1986,"['American Science fiction', 'Life on other planets']",Avon Books (Mm),English
0765305534,2004,"['Fiction', 'Talba Wallis (Fictitious character)']",Forge,English
0890511616,1991,"['Creationism', 'Creation']",Master Books,English
0380973316,1998,"['Fiction', 'Heart']",Avon Books,English
0140083871,1986,"['Fiction', 'College students']",Penguin,English
0786861606,1996,,Hyperion,English
0316743003,1996,"['Aeronautics', 'Aeronautics, Military']",Back Bay Books,English
0380973839,2006,"['American Science fiction', 'Ciencia-ficción']",William Morrow,English
0765300583,2001,"['Women poets', 'Fiction']",Forge,English
0765300192,2002,"['Women detectives', 'Ex-prostitutes']",Forge,English
0380977885,2003,"['Fantasy', 'Fiction']",Eos,English
0764550934,1998,"['Management', 'Small business']",IDG Books Worldwide,English
0380977893,2004,"['Fantasy', 'Fiction']",EOS,English
0316746711,2004,"['Social aspects', 'Crimes against']","Little, Brown and Company",English
0786845414,2002,"['School stories', 'Juvenile fiction']",Disney Press,English
0786832908,2001,"['Adventure and adventurers', 'Short stories']",Disney Press,English
0380733064,2001,"['Fiction', 'Depressions']",Harper Trophy,English
0380815699,2001,"['Orphanages', 'Fiction']",HarperTorch,English
0770003397,1988,"[""Children's fiction"", 'Orphans, fiction']",Mcgraw-hill Ryerson Ltd(canada,Norwegian
0316367893,1984,"['Folklore', 'Knights and knighthood']","Little, Brown",English
0316365521,1997,"['Fiction', 'Pigs']","Little, Brown",English
0786808497,2000,"['Supernatural', 'Fiction']",Hyperion,English
0380779854,1996,"['Fiction', 'Fiction, general']",Avon Books,English
0380776170,1998,"['Fiction', 'Historical Fiction']",Avon,English
0380815354,2001,"['Fiction', 'Historical Fiction']",Avon,English
0316358339,1974,"['series:Les Aventures de Tintin', 'Comic books, strips']","Little, Brown and Co.",English
0890878056,1996,"['Cookery (Chocolate)', 'Chocolate']",Celestial Arts,English
0064402819,1989,"['Puppets', 'Fiction']",HarperTrophy,English
0316351679,1991,"['Mental health', 'Abused children']","Little, Brown and Co.",English
0316344095,1996,"['Biography', 'Health']","Little, Brown and Company",English
0345302206,1981,"['Imaginary wars and battles', 'Fiction']",Del Rey,English
0786831073,1996,"['teddy bears', 'Christmas stories']",Disney Press,English
0893753998,1993,"['Animals', ""Children's stories, English""]",Troll Communications,English
0375503765,2002,"['Slater, Lauren', 'Depressed persons']",Random House,English
0066211212,2002,"['Suicide', 'Psychology']",William Morrow,English
037361375X,2003,"['Fiction', 'Epidemiologists in fiction']",Silhouette Books,English
0373613725,2003,"['Bodyguards', 'Fiction']",Silhouette Books,English
0373511205,2000,"['Fiction', 'Contemporary Romance']",Harlequin,English
0821775901,2003,"['Social life and customs', 'Fiction']",Kensington Pub. Corp.,English
0822212870,1998,"['Unmarried couples', 'Drama']","Dramatists Play Service, Inc.",unknown
0822521296,1989,"['Dwellings', 'House construction']",Lerner Publications Co.,English
0876122411,2013,"['Spiritual life', 'Hinduism']",Self-Realization Fellowship,English
0876055285,1997,"['Hamsters as pets', 'Nonfiction']",Howell Book House,English
0373031777,1992,"['Fiction, Romance, Contemporary']",Harlequin,English
0876054645,1992,"['Dogs', 'Dog breeds']",Howell Book House,English
0875969631,1998,"['Patterns', 'Patchwork']",Rodale Books,English
0875967752,1998,"['Patchwork', 'Quilted goods']",Rodale Press,English
0373483570,1998,"['Fiction, romance, historical', 'Fiction, short stories (single author)']",Silhouette,English
082302993X,1986,"['Color in art', 'Technique']",Watson-Guptill,English
0373441320,2001,"['Fiction, romance, general']",Harlequin,English
0373441134,2001,"['Fiction, romance, general', 'Marriage']",Harlequin,English
0373031882,1992,"['Twins', 'Fiction']",harlequin,English
0373441096,2001,"['Fiction, romance, general', 'Romance fiction']",Harlequin,English
0824985095,1991,"['Juvenile fiction', 'Rabbits']",Ideals Publications,English
0875961584,1993,['Popular Medicine'],Rodale Press,English
0830813780,1992,['Christian life'],InterVarsity Press,English
0836211669,1981,"['Pictorial Canadian wit and humor', 'Families']",Andrews and McMeel,English
0836217152,1993,['Parenting'],Andrews and McMeel,English
0874779219,1998,"['Psychology', 'New thought']",Tarcher Putnam,English
0821767453,,"['Soldiers', 'Fiction']",Ballad,unknown
0070064563,1985,"['Humor', 'Housewives']",McGraw-Hill,English
0821767437,2001,"['Soldiers', 'Fiction']",Kensington Pub. Corp.,English
0373765517,2003,"['Fiction, Romance, Contemporary', 'Man-woman relationships']",Silhouette Books,English
0816730091,1993,"['Children: Grades 1-2', 'Rabbits']",Troll,English
0877287023,1989,"['Miscellanea', 'Love']",S. Weiser,English
0373765282,2003,"['Fiction, Romance, Contemporary', 'Man-woman relationships']",Silhouette Books,English
0817437126,1990,"['Photography', 'Exposure']",Amphoto,English
0373762895,2000,"['Fiction, romance, general']",Silhouette,English
0373711468,2003,"['Fiction', 'Contemporary Romance']",Harlequin,English
0821211226,1977,"['Photographs', 'Photographers']","Little, Brown and Company",English
082121523X,1979,"['Exhibitions', 'Landscape photography']","Little, Brown and Co.",English
0821215876,1985,"['Medieval Illumination of books and manuscripts', 'Women']","Little, Brown",English
0099436922,2002,"['Male friendship in fiction', 'Literature']",Vintage,English
0373711239,2003,"['Fiction', 'Policewomen']",Harlequin,English
0345458923,2004,"['Fiction', 'Detective Rizzoli, Jane (Fictitious character)']",Ballantine Books,English
0345462351,2003,"['Haunted houses', 'Fiction']",Ballantine Books,English
037371064X,2002,"['Officials and employees', 'Fiction']",Harlequin,English
0821736396,1992,"['Gambling', 'Fiction']",Zebra Books,English
0345464982,2003,"['Fiction', 'Women pathologists']",Ballantine Books,English
037371047X,2002,"['Fiction', 'Contemporary Romance']",Harlequin,English
0821758608,1998,"['Social life and customs', 'Manners and customs']",Zebra Books,English
0345466209,2004,"['Organized crime', 'Romance']",Ballantine Books,English
0373707444,1997,"['Bodyguards', 'Fiction']",Harlequin Books,English
0821759868,1998,"['Fiction, romance, general']",Kensington Publishing Corporation,English
0373706987,1996,"['Fiction, romance, contemporary']",Harlequin,English
0877014000,1986,"['Irish Cooking', 'Cooking, irish']",Chronicle Books,English
0373704305,1990,"['Fiction, general']",harlequin,English
0874776317,1990,"['Improvisation (Music)', 'Creation (Literary, artistic, etc.)']",Jeremy P. Tarcher/Putnam,English
0836217446,1994,"['Comic books, strips', 'American wit and humor, marriage and family life']",Andrews and McMeel,English
0848716280,1997,"['Gifts', 'Handicraft']",Oxmoor House,English
0373077351,1996,"['Fiction', 'Romance']",Silhouette,English
0340248521,1988,"['Social workers', 'Parents of children with disabilities']",Hodder & Stoughton,English
0373077564,1996,"['Fiction, romance, general']",Silhouette,English
0849915104,1997,"['Fiction', 'Nativity']",Tommy Nelson,English
0373077718,1997,"['Fiction, general']",Silhouette,English
0849917581,2002,"['Person and offices', 'Christian life']",Thomas Nelson,English
037307865X,1998,"['Fiction, romance, regional']",Silhouette,English
0849952352,1996,"['Christian life', 'Meditations']",Word Pub.,English
037309762X,1992,"['Fiction', 'Romance']",Silhouette Books,English
0849995299,2001,"['Nativity', 'Christmas']",J. Countryman,English
0850391954,1985,,Geographers' A-Z Map Co.,und
0870292242,1990,,Abbey Press,English
0373191979,1996,"['Fiction, romance, general']",silhouette,English
0870114565,1986,,Kodansha America,English
0853602115,1998,"['Oratorios', 'Vocal scores with piano']",Novello,English
0860688992,1987,"['Aspect psychologique', 'Child']","Random House, Inc.",English
0333908198,2002,"['Young men', 'Journalists']",Pan Macmillan,English
0373169884,2003,"['Mentoring in business', 'Fiction']",Harlequin Books,English
0373169728,2003,"['Farms', 'Fiction']",Harlequin,English
0373169698,2003,"['Single parents', 'Fiction']",Harlequin,English
