ISBN,Title,Author,Year,Publisher,TotalRating,Subjects,Language
0393019624,The Cruelest Miles: The Heroic Story of Dogs and Men in a Race Against an Epidemic,Gay Salisbury,2003,W.W. Norton &amp; Company,3,"['Chiens de traîneau', 'Inuits']",English
0316172383,"An Unfinished Life: John F. Kennedy, 1917-1963",Robert Dallek,2003,"Little, Brown",5,"['Presidents', 'Nonfiction']",English
3791535323,Der kleine Lord. ( Ab 10 J.).,Frances Hodgson Burnett,1992,Dressler Verlag,2,,German
0375506098,Over the Edge: The True Story of Four American Climbers' Kidnap and Escape in the Mountains of Central Asia,Greg Child,2002,Villard Books,2,"['Politics and government', 'Crimes against']",English
0609802410,Moosewood Restaurant New Classics,The Moosewood Collective,2001,Clarkson N Potter Publishers,2,"['Vegetarian cookery', 'Cookery (Natural foods)']",English
0684872870,Tuxedo Park : A Wall Street Tycoon and the Secret Palace of Science That Changed the Course of World War II,Jennet Conant,2002,Simon &amp; Schuster,2,"['Kernwaffe', 'Forschung']",English
0198691122,Oxford Nursery Rhyme Book,Iona Opie,1951,Oxford Univ Pr,2,['Nursery rhymes'],English
1561707201,Astrology Through a Psychic's Eyes,Sylvia Browne,2000,Astro Room,2,"['Zodiac', 'Astrology']",English
039951516X,The Final Prophecies of Nostradamus,Erika Cheetham,1989,Perigee Books,2,"['Forecasts', 'Twentieth century']",English
1855854279,Predicting the Future: The Complete Book of Divination,Jane Struthers,1997,Trafalgar Square Publishing,2,"['Forecasting', 'Divination']",English
081121270X,Requiem: A Hallucination,Antonio Tabucchi,1994,New Directions Publishing Corporation,2,"['Fiction', 'Portugal, fiction']",English
0553265008,Mission: Success!,Og Mandino,1987,Bantam Books,3,['Success'],English
0449224074,Spellbinder's Gift,Og Mandino,1995,Fawcett Books,2,"['Miracles', 'Güdüleme (Psikoloji)']",English
0380976404,Return to Mars,Ben Bova,1999,Avon Books,3,"['Science fiction', 'Interplanetary voyages']",English
0393305376,Urchin in the Storm: Essays About Books and Ideas,Stephen Gould,1988,W. W. Norton &amp; Company,2,"['Biology', 'Book reviews']",English
000712614X,One for My Baby,Tony Parsons,2001,HarperCollins Publishers,2,"['Fiction', 'Man-woman relationships']",English
1860463681,Woman and the Ape,Peter Heg,1997,Havill Pr,4,"['England, fiction', 'London (england), fiction']",English
0670401765,Ironweed,William Kennedy,1982,Penguin USA,4,"['Fiction', 'Family in fiction']",English
0553147617,Gravity's Rainbow,Thomas Pynchon,1974,Bantam Books,3,"['Fiction', 'Rockets (Ordnance)']",German
0394712811,Cathedral: Stories (Vintage contemporaries),Raymond Carver,1984,Vintage Books,2,"['Manners and customs', 'Short stories']",English
1559724161,Rosie O'Donnell: Her True Story,George Mair,1997,Birch Lane Press,4,"['Biography', 'Television personalities']",English
0140179658,The Heart of India,Mark Tully,1997,Penguin USA,2,"['Social conditions', 'Economic conditions']",English
3518407910,Finks Krieg: Roman,Martin Walser,1996,Suhrkamp,2,"['Beamter', 'Romance alemao']",German
0140367160,Tales of Ancient Egypt (Puffin Classics),Roger Lancelyn Green,1996,Puffin Books,2,"['Tales', 'Folklore']",English
089272398X,A Show of Hands,D. A. Crossman,1998,Down East Books,2,"['Retirees', 'Fiction']",English
0460882171,Our Mutual Friend,Charles Dickens,2001,Everymans Library,2,"['Social life and customs', 'Classic Literature']",English
0452284341,The Food Taster,Peter Elbling,2003,Plume Books,3,"['Cookery', 'Fathers and daughters']",English
0684871556,"Don't Cry For Me, Hot Pastrami : A Ruby, the Rabbi's Wife Mystery (Ruby, the Rabbi's Wife Mysteries)",Sharon Kahn,2001,Scribner,3,"['Jewish women', 'Jews']",English
0679767096,Walt Whitman's America: A Cultural Biography,David S. Reynolds,1996,Vintage Books USA,2,"['America', 'American Poets']",English
1579121624,Murder at the Chessboard,P. T. Houdunitz,2001,Black Dog &amp; Leventhal Publishers,2,"['Puzzles', 'Detective and mystery stories']",English
0743205596,Rag Man : A Novel,Pete Hautman,2001,Simon &amp; Schuster,3,"['Fiction', 'Businessmen']",English
0671646478,NANCY REAGAN : NANCY REAGAN,K.C. Kelley,1992,Pocket,2,"[""Presidents' spouses"", 'Biography']",English
0767912357,"Ciao, America: An Italian Discovers the U.S.",BEPPE SEVERGNINI,2002,Broadway,4,"['Sociaal gedrag', 'Social life and customs']",English
0385043805,Rebecca,Daphne du Maurier,1948,Doubleday Books,2,"['Married women', 'Cornwall (England : County)']",English
0449218147,The Rag Bag Clan,Richard Barth,1990,Fawcett Books,2,"['Margaret Binton (Fictitious character)', 'Women detectives']",English
0809448572,Flowers &amp; Trees (A Child's First Library of Learning),Time Life,1990,Warner Books,3,"['Miscellanea', 'Juvenile literature']",English
0451191056,A Cat Under the Mistletoe: An Alice Nestleton Mystery (Alice Nestleton Mysteries (Paperback)),Lydia Adamson,1997,Signet Book,4,"['Actresses', 'Women detectives']",English
1559723505,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,Elaine Aron,1996,Carol Publishing Corporation,3,"['Self-actualization (Psychology)', 'Sensitivity (Personality trait)']",English
0786806540,Into the Cold Fire (Daughters of the Moon #2),Lynne Ewing,2000,Hyperion Books for Children,5,"['Supernatural', 'Fiction']",English
0751300101,Paris (Eyewitness Travel Guides),Alan Tillier,1993,Dorling Kindersley,2,"['Paris (france), guidebooks']",unknown
0786869003,"The Cell:  Inside the 9/11 Plot, And Why the FBI and CIA Failed to Stop It",John Miller,2002,Hyperion Press,2,"['11 de septiembre de 2001, Atentados terroristas del', 'Current Events']",English
3426602865,Mein Jahr in der Provence / Toujours Provence.,Peter Mayle,1994,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",3,,German
3404259246,Kometen.,Stefan Beuse,2003,Lübbe,3,,German
3442441641,Das Gummibärchen- Orakel.,Dietmar Bittrich,1998,Goldmann,4,,German
3596109434,Lythande. Erzählungen.,Marion Zimmer Bradley,1992,"Fischer (Tb.), Frankfurt",3,"['American Fantasy fiction', 'Fiction, science fiction, general']",German
3257225326,Blau wie die Hölle. Roman.,Philippe Djian,2000,Diogenes Verlag,2,,unknown
3453099532,Belgrave Square.,Anne Perry,1996,Heyne,3,"['Pitt, thomas (fictitious character), fiction', 'Pitt, charlotte (fictitious character), fiction']",German
3499223082,Das Todesjahr des Ricardo Reis.,Jose Saramago,1997,Rowohlt Tb.,2,,German
3404242041,Jäger des verlorenen Parkplatzes.,Robert Rankin,1995,Lübbe,2,,German
0553239767,The Catcher in the Rye,J. D. Salinger,1983,Bantam Books,4,"['fictional works', 'Runaway teenagers']",English
3423100699,Mein feministischer Alltag: Cartoons,Franziska Becker,1983,Deutscher Taschenbuch Verlag,3,,German
0345440757,"Secrets of the Baby Whisperer: How to Calm, Connect, and Communicate with Your Baby",TRACY HOGG,2001,Ballantine Books,2,"['Niños', 'Niños lactantes']",English
3404133285,Geisterstunde.,Wolfgang Hohlbein,1991,Lübbe,2,"['Fiction, horror', 'Ghosts, fiction']",German
3404114671,Die Herren der Insel.,Pat Conroy,1999,Lübbe,2,"['Brothers and sisters', 'Fiction']",German
0771014864,A Killing Spring (Joanne Kilbourn Mysteries (Paperback)),GAIL BOWEN,1997,McClelland &amp; Stewart,3,"['Joanne Kilbourn (Fictitious character)', 'Women college teachers']",English
031021923X,"Jesus I Never Knew, The",Philip Yancey,2002,Zondervan Publishing Company,2,"['Jesus christ, biography', 'Jesus christ, person and offices']",English
0684834936,DARWINS BLACK BOX: THE BIOCHEMICAL CHALLENGE TO EVOLUTION,Michael J. Behe,1998,Free Press,4,"['Evolution (Biology)', 'Molecular evolution']",English
0879055944,Maverick Western Verse,John C. Dofflemyer,1994,Gibbs Smith,2,"['Individuality', 'Families']",English
0802775926,Measuring the Universe: Our Historic Quest to Chart the Horizons of Space and Time,Kitty Ferguson,2000,Walker &amp; Company,2,"['Cosmological distances', 'Measurement']",English
2020551470,Le baron perche,Calvino,2002,Seuil,5,"['History', 'Fiction']",French
2070415872,"L'Echiquier du mal, tome 1",Dan Simmons,2000,Gallimard,2,"['American Horror tales', 'Vampires']",und
044661372X,Derailed,James Siegel,2005,Warner Books,6,"['Murder for hire', 'Attica Prison']",English
0971252580,Lost Souls of the Witches' Castle,Terri DuLong,2002,Gardenia Press,2,"['State hospitals', 'Fiction']",English
039456541X,Dave Barry Slept Here: A Sort of History of the United States,Dave Barry,1989,Random House Inc,3,"['Humor', 'History']",English
0671761927,BOOK OF ANSWERS : THE NEW YORK PUBLIC LIBRARY TELEPHONE REFERENCE SERVICE'S MOST UNUSUAL AND ENTER,Barbara Berliner,1992,Fireside,2,"['Telephone reference services (Libraries)', 'Questions and answers']",English
0590486683,Slam! (Point Signature (Scholastic)),Walter Dean Myers,1998,Scholastic,2,"['Basketball', 'Prejudices']",English
0553273248,"My Darling, My Hamburger",PAUL ZINDEL,1984,Bantam,3,"['Youth', 'Juvenile fiction']",English
0028635868,The Complete Idiot's Guide to Decoding Your Genes,Linda Tagliaferro,1999,Alpha Books,2,"['Popular works', 'Genetics']",English
0865475784,The Potato: How the Humble Spud Rescued the Western World,Larry Zuckerman,1999,North Point Press,3,"['Social aspects', 'Potatoes']",English
0679441859,My Dark Places: An L.A. Crime Memoir,James Ellroy,1996,Alfred A. Knopf,3,"['American Novelists', 'Mothers and sons']",English
0440413133,Basher Five-Two: The True Story of F-16 Fighter Pilot Captain Scott O'Grady,Scott O'Grady,1998,Yearling Books,5,"['American Personal narratives', 'American Aerial operations']",English
0446690449,Blood Work,Michael Connelly,2002,Warner Books,4,"['Private investigators', 'Serial murderers']",English
0590978055,"Help! I'm Trapped in My Lunch Lady's Body (Help, I'm Trapped)",Todd Strasser,1999,Scholastic,3,"['Metamorphosis', 'Fiction']",English
0679883428,"Junie B. Jones Is Not A Crook (Junie B. Jones 9, paper)",BARBARA PARK,1997,Random House Books for Young Readers,4,"['Juvenile fiction', 'Fiction']",English
0380790920,Circuit of Heaven,Dennis Danvers,1999,Eos,3,"['Fiction, science fiction, hard science fiction', 'Fiction, science fiction, general']",English
3442354714,Lucy räumt auf.,Caroline Preston,2001,Goldmann,2,,German
0307628442,Just Lost (A Golden Look-Look Book),Gina Mayer,1994,Not Avail,3,"['Missing children', 'Fiction']",English
0060735414,Bloodsucking Fiends,Christopher Moore,2004,Perennial,4,"['Fiction', 'Vampires in fiction']",English
8466308482,Sefarad (Spanish Version),Antonio Molina Munoz,2002,Santillana USA Publishing Company,2,"['Fiction', 'Jews']",Spanish
0801575605,Think and Grow Rich Action Pack,Napoleon Hill,1966,Dutton Books,2,"['Success', 'Success in business']",English
2290321230,Plateforme,Michel Houellebecq,2003,Distribooks Inc,3,"['Liebesfa higkeit', 'Belletristische Darstellung']",French
0399143793,Die Trying,Lee Child,1998,Putnam Publishing Group,2,"['Private investigators', 'Kidnapping']",English
2268038718,Renaud : Bouquin d'enfer,Thierry Séchan,2002,Editions du Rocher,2,"['Singers', 'Biography']",French
0898658586,Sweet Myth-Tery of Life (Myth Adventure),Robert Asprin,1994,Schiffer Pub Ltd,3,"['Large type books', 'Fiction, fantasy, general']",English
0385501617,P. G. County,CONNIE BRISCOE,2002,Doubleday,4,"['Mistresses', 'African American families']",English
031227484X,Blood,Patricia Traxler,2001,St. Martin's Minotaur,2,"['Fiction', 'Adultery']",English
0771012179,Niagara: A History of the Falls,Pierre Berton,1994,McClelland &amp; Stewart,2,"['History', 'Niagara Falls (N.Y. and Ont.)']",English
0006380263,Perfection of the Morning an Apprentices,Sharon Butala,1995,Harperperennial,2,"['Social life and customs', 'Women naturalists']",English
0312851170,The Cold One,Christopher Pike,1995,St Martins Pr,2,"['Fiction', 'Los angeles (calif.), fiction']",English
0439401399,The Contest,Gordon Korman,2002,Scholastic,3,"['Fiction', 'Mountaineers']",English
0874778999,Heart Steps: Prayers and Declarations for a Creative Life,Julia Cameron,1997,Putnam Publishing Group,2,"['Spiritual exercises', 'New thought']",English
0849943787,Stranded In Paradise (Women of Faith Fiction),Lori Copeland,2002,WestBow Press,5,"['Women travelers', 'Unemployed women workers']",English
0399146016,Playing Botticelli,Liza Nelson,2000,Putnam Publishing Group,2,"['Runaway teenagers', 'Mothers and daughters']",English
0373761473,"That Marriageable Man! (Man Of The Month) (Desire , No 1147)",Barbara Boswell,1998,Silhouette,2,"['Large type books', 'Fiction, romance, contemporary']",English
0312975171,"While Innocents Slept : A Story of Revenge, Murder, and SIDS",Adrian Havill,2002,St. Martin's True Crime,2,"['Sudden infant death syndrome', 'Murder']",English
3821808187,"Bildung. Alles, was man wissen muÃÂ.",Dietrich Schwanitz,2002,Eichborn,2,"['Western Civilization', 'Handbooks, manuals']",German
0609604147,The Christmas Wish,Richard Siddoway,1998,Random House Inc,2,"['Fiction', 'Romance']",English
0702232106,God in the Ink,Kathryn Lomer,2001,Intl Specialized Book Service Inc,2,"['Australians', 'Fiction']",English
0964596008,"Screw the Roses, Send Me the Thorns: The Romance and Sexual Sorcery of Sadomasochism",Philip Miller,1995,Mystic Rose Books,3,"['Sexual dominance and submission', 'Sadomasochism']",English
0753504561,Losing My Virginity: The Autobiography,Richard Branson,2000,Virgin Books,3,"['Businessmen', 'Biography']",unknown
0140622632,Candide (Penguin Popular Classics),Voltaire,1997,Penguin Books Ltd,3,"['Conduct of life', 'Readers']",Spanish
0140181555,Death of a Salesman (Penguin Twentieth Century Classics S.),Arthur Miller,1989,Penguin Books Ltd,4,"['flashback', 'literary fiction']",Welsh
0517149591,"Three Complete Novels: Sisterhood, Side Effects, Flashback",Michael Palmer,1996,Wings,3,"['Fiction', 'Physicians']",English
0670899992,Next of Kin,Joanna Trollope,2001,Viking Books,2,"['1990s', 'England']",English
0743243153,"The Road Less Traveled, 25th Anniversary Edition : A New Psychology of Love, Traditional Values and Spiritual Growth",M. Scott Peck,2003,Touchstone,3,"['Love', 'Self-realization']",English
0933216785,Final Session,Mary Morell,1991,Scb Distributors,2,"['Murder', 'Investigation']",English
0806996730,The Cartoonist's Workbook: Drawing * Writing Gags * Selling,Robin Hall,1997,Sterling Publishing,2,"['Technique', 'Cartooning']",English
0141303050,Boy: Tales of Childhood,Roald Dahl,2001,Puffin Books,2,"['Social life and customs', 'English Authors']",English
0939045486,Writers Inc GT Writin,Patrick Sebranek,1990,Great Source Education Group,2,['Rhetoric'],English
1862042489,"The Second Messiah: Templars, the Turin Shroud and the Great Secret of Freemasonry",Christopher Knight,1998,Element Books,2,"['Freemasonry', 'History']",English
0671701606,The RESTAURANT AT THE END OF THE UNIVERSE (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1990,Pocket,9,"['Fiction', 'Humorous fiction']",English
0146000404,A Taste of Life (Penguin 60s S.),Sara Paretsky,1995,Penguin USA,4,"['English fiction', 'Stories, plots']",English
8420646016,LA Mortaja,Miguel Delibes,1996,Alianza,3,"['Spanish Short stories', 'Spanish language']",Spanish
8420646148,El Coronel No Tiene Quien Le Escriba,Gabriel Garcia Marquez,1996,Alianza,5,"['Fiction', 'Manners and customs in fiction']",Spanish
8420646253,Rinconete Y Cortadillo/Rinconete and Cortadillo,Miguel De Cervantes Saavedra,1996,Aims Intl Books Corp,2,"['Spanish language', 'Readers']",Spanish
1741140730,It's My Party and I'll Knit If I Want To!,Sharon Aris,2003,"Allen &amp; Unwin Pty., Limited (Australia)",3,"['Social life and customs', 'Knitting']",English
044018424X,Swag,Elmore Leonard,1985,Dell Publishing Company,3,"['Large type books', 'Fiction, mystery & detective, general']",English
0060177640,The Dancing Floor,Barbara Michaels,1997,Harpercollins,2,"['Americans', 'Fiction']",English
1579900259,Easy Origami: A Colorful Introduction to Practical Paper Folding,Kazuo Kobayashi,1998,Lark Books (NC),2,"['Origami', 'Paper folding']",English
0140032789,The Third Man,Graham Greene,1971,Penguin Books Ltd,3,"['British', 'Criminals']",English
0060150017,Vogue Sewing,Butterick,1982,Harpercollins,3,"['Sewing', 'Dressmaking']",English
1865085197,The Story of Rats: Their Impact on Us and Our Impact on Them,S. A. Barnett,2002,Allen &amp; Unwin,2,"['Human-animal relationships', 'Rats']",English
0440215730,Recalled to Life (Dalziel and Pascoe Mysteries (Paperback)),REGINALD HILL,1993,Dell,7,"['Fiction', 'Peter Pascoe (Fictitious character)']",English
0441005144,Isaac Asimov's Inferno (Caliban Trilogy),Roger MacBride Allen,1998,Ace Books,3,"['American Science fiction', 'Robots']",English
0553247549,Passages Predictable Crisis (R,Gail Sheehy,1984,Bantam Books,2,"['Adult', 'Adultes']",English
